30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 
27.0961 27.92 28.3273 28.5626 28.7151 28.8223 28.9021 28.9639 29.0132 29.0535 29.087 29.1153 29.1393 29.16 29.1779 29.1934 29.2071 29.219 29.2295 29.2388 29.247 29.2542 29.2606 29.2663 29.2713 29.2757 29.2795 29.2829 29.2858 29.2884 29.2906 29.2925 29.2941 29.2954 29.2966 29.2975 29.2983 29.299 29.2995 29.2999 29.3002 29.3004 29.3006 29.3008 29.3009 29.301 29.301 29.3011 29.3012 29.3012 29.3013 29.3013 29.3014 29.3015 29.3015 29.3015 29.3015 29.3015 29.3014 29.3013 29.301 29.3007 29.3003 29.2997 29.2989 29.298 29.2969 29.2956 29.294 29.2921 29.2899 29.2873 29.2844 29.281 29.2772 29.2727 29.2677 29.2621 29.2556 29.2484 29.2401 29.2308 29.2202 29.2083 29.1946 29.179 29.1611 29.1404 29.1163 29.088 29.0545 29.0141 28.9648 28.9029 28.8231 28.7159 28.5634 28.3282 27.9208 27.097 
25.3725 26.2565 26.8268 27.2079 27.4754 27.672 27.8221 27.9402 28.0355 28.1139 28.1794 28.2347 28.282 28.3227 28.358 28.3888 28.4158 28.4394 28.4603 28.4787 28.495 28.5093 28.522 28.5333 28.5431 28.5519 28.5595 28.5662 28.572 28.5771 28.5814 28.5852 28.5884 28.5911 28.5934 28.5952 28.5968 28.598 28.599 28.5998 28.6004 28.6009 28.6013 28.6016 28.6018 28.6019 28.6021 28.6022 28.6023 28.6024 28.6026 28.6027 28.6028 28.603 28.6031 28.6031 28.6031 28.6031 28.6029 28.6026 28.6022 28.6015 28.6006 28.5995 28.5981 28.5963 28.5941 28.5914 28.5882 28.5845 28.5802 28.5751 28.5692 28.5625 28.5548 28.5461 28.5362 28.5249 28.5121 28.4977 28.4813 28.4629 28.4419 28.4182 28.3911 28.3603 28.3249 28.2841 28.2367 28.1813 28.1158 28.0373 27.942 27.8238 27.6736 27.477 27.2095 26.8284 26.2582 25.3742 
24.0921 24.9069 25.5154 25.9669 26.3067 26.5682 26.774 26.9394 27.0748 27.1872 27.2818 27.3622 27.4312 27.4909 27.5427 27.588 27.6278 27.6627 27.6935 27.7208 27.7448 27.7661 27.7849 27.8015 27.8162 27.8291 27.8404 27.8503 27.859 27.8665 27.8729 27.8785 27.8832 27.8872 27.8905 27.8933 27.8955 27.8974 27.8988 27.9 27.9009 27.9015 27.902 27.9024 27.9027 27.9029 27.9031 27.9033 27.9035 27.9037 27.9039 27.9041 27.9043 27.9045 27.9046 27.9048 27.9048 27.9047 27.9045 27.9041 27.9035 27.9026 27.9013 27.8997 27.8975 27.8949 27.8917 27.8878 27.8831 27.8776 27.8711 27.8636 27.8549 27.845 27.8336 27.8206 27.8059 27.7892 27.7703 27.7489 27.7247 27.6974 27.6664 27.6314 27.5915 27.5461 27.4941 27.4344 27.3653 27.2847 27.19 27.0775 26.942 26.7766 26.5707 26.3091 25.9692 25.5178 24.9092 24.0946 
23.0274 23.7634 24.3612 24.8374 25.2163 25.5201 25.7664 25.9687 26.1369 26.2783 26.3984 26.5012 26.5899 26.6668 26.734 26.7928 26.8445 26.8901 26.9304 26.966 26.9975 27.0253 27.05 27.0718 27.091 27.1079 27.1228 27.1358 27.1471 27.1569 27.1654 27.1726 27.1788 27.1839 27.1883 27.1918 27.1947 27.1971 27.1989 27.2004 27.2015 27.2023 27.2029 27.2034 27.2037 27.204 27.2042 27.2044 27.2046 27.2049 27.2051 27.2054 27.2057 27.206 27.2063 27.2065 27.2066 27.2065 27.2063 27.2059 27.2051 27.204 27.2024 27.2003 27.1975 27.1941 27.1899 27.1848 27.1788 27.1716 27.1631 27.1533 27.1419 27.1289 27.114 27.0969 27.0776 27.0557 27.0309 27.0029 26.9712 26.9355 26.8951 26.8493 26.7975 26.7385 26.6712 26.594 26.5052 26.4022 26.282 26.1405 25.9722 25.7698 25.5233 25.2195 24.8405 24.3642 23.7664 23.0304 
22.0905 22.7582 23.3284 23.8054 24.2011 24.5294 24.8028 25.0321 25.2258 25.3908 25.5322 25.6542 25.7602 25.8526 25.9335 26.0047 26.0674 26.1228 26.1718 26.2153 26.2537 26.2878 26.3179 26.3446 26.3681 26.3888 26.407 26.4229 26.4367 26.4487 26.459 26.4678 26.4753 26.4815 26.4868 26.491 26.4945 26.4973 26.4994 26.5011 26.5024 26.5033 26.504 26.5044 26.5048 26.505 26.5053 26.5055 26.5058 26.506 26.5064 26.5067 26.5071 26.5076 26.5079 26.5083 26.5085 26.5085 26.5084 26.5079 26.5071 26.5058 26.5039 26.5015 26.4982 26.4942 26.4891 26.4829 26.4756 26.4668 26.4565 26.4445 26.4306 26.4147 26.3964 26.3756 26.3519 26.3251 26.2948 26.2605 26.2219 26.1783 26.129 26.0734 26.0105 25.9392 25.858 25.7654 25.6593 25.537 25.3954 25.2303 25.0364 24.807 24.5334 24.205 23.8092 23.3321 22.7619 22.0941 
21.2401 21.8505 22.3888 22.8546 23.2534 23.5934 23.8833 24.131 24.3435 24.5267 24.6854 24.8234 24.944 25.0498 25.1429 25.225 25.2976 25.3619 25.4189 25.4695 25.5144 25.5541 25.5894 25.6205 25.6481 25.6723 25.6935 25.7121 25.7282 25.7421 25.7541 25.7643 25.773 25.7802 25.7862 25.7911 25.795 25.7981 25.8005 25.8023 25.8036 25.8045 25.8052 25.8056 25.8059 25.8062 25.8064 25.8066 25.8069 25.8072 25.8076 25.8081 25.8086 25.8091 25.8097 25.8102 25.8106 25.8108 25.8107 25.8103 25.8095 25.8082 25.8062 25.8034 25.7998 25.7951 25.7894 25.7823 25.7737 25.7636 25.7516 25.7376 25.7214 25.7027 25.6814 25.657 25.6293 25.598 25.5625 25.5225 25.4774 25.4266 25.3694 25.3049 25.232 25.1496 25.0563 24.9503 24.8294 24.6912 24.5323 24.3489 24.1362 23.8883 23.5982 23.2581 22.8591 22.3932 21.8548 21.2442 
20.4528 21.0151 21.5217 21.9708 22.3645 22.7077 23.0059 23.2651 23.4906 23.6872 23.8592 24.01 24.1427 24.2598 24.3632 24.4549 24.5361 24.6083 24.6724 24.7294 24.7801 24.825 24.8649 24.9001 24.9313 24.9587 24.9827 25.0036 25.0219 25.0376 25.051 25.0625 25.0721 25.0801 25.0867 25.092 25.0963 25.0996 25.1021 25.1039 25.1052 25.1061 25.1066 25.107 25.1072 25.1073 25.1074 25.1076 25.1079 25.1082 25.1087 25.1093 25.11 25.1107 25.1115 25.1122 25.1128 25.1133 25.1134 25.1132 25.1125 25.1112 25.1091 25.1062 25.1023 25.0973 25.0909 25.083 25.0735 25.0621 25.0487 25.0329 25.0146 24.9935 24.9694 24.9418 24.9104 24.875 24.8349 24.7896 24.7387 24.6815 24.617 24.5446 24.463 24.3711 24.2673 24.15 24.017 23.8659 23.6937 23.4968 23.2711 23.0117 22.7133 22.3699 21.9759 21.5267 21.0199 20.4575 
19.7142 20.2354 20.7121 21.1422 21.5263 21.8669 22.1677 22.4328 22.6664 22.8724 23.0541 23.2148 23.3571 23.4833 23.5954 23.695 23.7838 23.8628 23.9331 23.9958 24.0515 24.101 24.145 24.1839 24.2182 24.2484 24.2749 24.298 24.318 24.3352 24.3499 24.3624 24.3728 24.3815 24.3885 24.3941 24.3985 24.4019 24.4043 24.4061 24.4072 24.4079 24.4083 24.4084 24.4085 24.4084 24.4085 24.4086 24.4088 24.4092 24.4098 24.4105 24.4114 24.4123 24.4133 24.4143 24.4153 24.416 24.4165 24.4165 24.416 24.4149 24.413 24.4101 24.4061 24.4007 24.394 24.3855 24.3752 24.3628 24.348 24.3307 24.3106 24.2874 24.2607 24.2303 24.1957 24.1565 24.1123 24.0625 24.0064 23.9434 23.8727 23.7934 23.7043 23.6043 23.4919 23.3654 23.2228 23.0618 22.8797 22.6735 22.4396 22.1742 21.8732 21.5323 21.148 20.7177 20.2408 19.7195 
19.0146 19.5 19.9491 20.3597 20.7315 21.0659 21.3651 21.6321 21.87 22.0817 22.2701 22.438 22.5875 22.7209 22.8399 22.9462 23.0411 23.1258 23.2015 23.269 23.3291 23.3826 23.4301 23.4722 23.5093 23.542 23.5705 23.5954 23.6169 23.6354 23.6511 23.6644 23.6754 23.6844 23.6917 23.6974 23.7018 23.705 23.7073 23.7088 23.7097 23.7101 23.7102 23.71 23.7098 23.7096 23.7094 23.7094 23.7096 23.71 23.7106 23.7115 23.7126 23.7138 23.7152 23.7166 23.7179 23.719 23.7199 23.7204 23.7203 23.7194 23.7178 23.715 23.7111 23.7057 23.6987 23.6898 23.6789 23.6657 23.65 23.6314 23.6098 23.5847 23.5559 23.523 23.4856 23.4432 23.3953 23.3415 23.281 23.2131 23.1371 23.0519 22.9567 22.85 22.7306 22.5969 22.4469 22.2787 22.0899 21.8779 21.6397 21.3724 21.0729 20.7382 20.3661 19.9554 19.506 19.0204 
18.3471 18.8011 19.2247 19.6159 19.9741 20.3 20.5948 20.8606 21.0996 21.3143 21.5068 21.6794 21.8342 21.9729 22.0972 22.2087 22.3086 22.398 22.478 22.5495 22.6134 22.6702 22.7207 22.7654 22.8049 22.8396 22.8699 22.8962 22.9189 22.9383 22.9548 22.9685 22.9799 22.9891 22.9964 23.002 23.0062 23.0092 23.0111 23.0122 23.0126 23.0126 23.0123 23.0117 23.0111 23.0106 23.0102 23.01 23.0101 23.0105 23.0113 23.0123 23.0137 23.0153 23.017 23.0188 23.0207 23.0224 23.0238 23.0248 23.0252 23.0249 23.0236 23.0212 23.0175 23.0122 23.0052 22.9962 22.9849 22.9712 22.9547 22.9352 22.9123 22.8857 22.8552 22.8202 22.7804 22.7353 22.6844 22.6272 22.5629 22.491 22.4105 22.3206 22.2203 22.1084 21.9836 21.8445 21.6893 21.5163 21.3234 21.1084 20.869 20.6028 20.3077 19.9815 19.623 19.2315 18.8076 18.3534 
17.7066 18.1325 18.5326 18.9051 19.2492 19.5651 19.8535 20.1158 20.3537 20.5689 20.7633 20.9387 21.0968 21.2392 21.3674 21.4828 21.5865 21.6796 21.763 21.8378 21.9046 21.9641 22.017 22.0639 22.1052 22.1415 22.1732 22.2006 22.2242 22.2442 22.2611 22.2751 22.2866 22.2957 22.3028 22.3081 22.3118 22.3143 22.3157 22.3162 22.3161 22.3154 22.3145 22.3135 22.3124 22.3115 22.3108 22.3104 22.3104 22.3108 22.3116 22.3129 22.3145 22.3165 22.3187 22.3211 22.3236 22.3259 22.3281 22.3298 22.3309 22.3312 22.3306 22.3287 22.3254 22.3205 22.3137 22.3048 22.2935 22.2795 22.2625 22.2423 22.2185 22.1908 22.1588 22.1222 22.0805 22.0332 21.9798 21.9198 21.8526 21.7773 21.6933 21.5997 21.4956 21.3797 21.251 21.1081 20.9496 20.7737 20.5789 20.3633 20.125 19.8623 19.5735 19.2572 18.9128 18.54 18.1396 17.7134 
