0 0 30
0 1 30
0 2 30
0 3 30
0 4 30
0 5 30
0 6 30
0 7 30
0 8 30
0 9 30
0 10 30
0 11 30
0 12 30
0 13 30
0 14 30
0 15 30
0 16 30
0 17 30
0 18 30
0 19 30
0 20 30
0 21 30
0 22 30
0 23 30
0 24 30
0 25 30
0 26 30
0 27 30
0 28 30
0 29 30
0 30 30
0 31 30
0 32 30
0 33 30
0 34 30
0 35 30
0 36 30
0 37 30
0 38 30
0 39 30
0 40 30
0 41 30
0 42 30
0 43 30
0 44 30
0 45 30
0 46 30
0 47 30
0 48 30
0 49 30
0 50 30
0 51 30
0 52 30
0 53 30
0 54 30
0 55 30
0 56 30
0 57 30
0 58 30
0 59 30
0 60 30
0 61 30
0 62 30
0 63 30
0 64 30
0 65 30
0 66 30
0 67 30
0 68 30
0 69 30
0 70 30
0 71 30
0 72 30
0 73 30
0 74 30
0 75 30
0 76 30
0 77 30
0 78 30
0 79 30
0 80 30
0 81 30
0 82 30
0 83 30
0 84 30
0 85 30
0 86 30
0 87 30
0 88 30
0 89 30
0 90 30
0 91 30
0 92 30
0 93 30
0 94 30
0 95 30
0 96 30
0 97 30
0 98 30
0 99 30
1 0 27.0961
1 1 27.92
1 2 28.3273
1 3 28.5626
1 4 28.7151
1 5 28.8223
1 6 28.9021
1 7 28.9639
1 8 29.0132
1 9 29.0535
1 10 29.087
1 11 29.1153
1 12 29.1393
1 13 29.16
1 14 29.1779
1 15 29.1934
1 16 29.2071
1 17 29.219
1 18 29.2295
1 19 29.2388
1 20 29.247
1 21 29.2542
1 22 29.2606
1 23 29.2663
1 24 29.2713
1 25 29.2757
1 26 29.2795
1 27 29.2829
1 28 29.2858
1 29 29.2884
1 30 29.2906
1 31 29.2925
1 32 29.2941
1 33 29.2954
1 34 29.2966
1 35 29.2975
1 36 29.2983
1 37 29.299
1 38 29.2995
1 39 29.2999
1 40 29.3002
1 41 29.3004
1 42 29.3006
1 43 29.3008
1 44 29.3009
1 45 29.301
1 46 29.301
1 47 29.3011
1 48 29.3012
1 49 29.3012
1 50 29.3013
1 51 29.3013
1 52 29.3014
1 53 29.3015
1 54 29.3015
1 55 29.3015
1 56 29.3015
1 57 29.3015
1 58 29.3014
1 59 29.3013
1 60 29.301
1 61 29.3007
1 62 29.3003
1 63 29.2997
1 64 29.2989
1 65 29.298
1 66 29.2969
1 67 29.2956
1 68 29.294
1 69 29.2921
1 70 29.2899
1 71 29.2873
1 72 29.2844
1 73 29.281
1 74 29.2772
1 75 29.2727
1 76 29.2677
1 77 29.2621
1 78 29.2556
1 79 29.2484
1 80 29.2401
1 81 29.2308
1 82 29.2202
1 83 29.2083
1 84 29.1946
1 85 29.179
1 86 29.1611
1 87 29.1404
1 88 29.1163
1 89 29.088
1 90 29.0545
1 91 29.0141
1 92 28.9648
1 93 28.9029
1 94 28.8231
1 95 28.7159
1 96 28.5634
1 97 28.3282
1 98 27.9208
1 99 27.097
2 0 25.3725
2 1 26.2565
2 2 26.8268
2 3 27.2079
2 4 27.4754
2 5 27.672
2 6 27.8221
2 7 27.9402
2 8 28.0355
2 9 28.1139
2 10 28.1794
2 11 28.2347
2 12 28.282
2 13 28.3227
2 14 28.358
2 15 28.3888
2 16 28.4158
2 17 28.4394
2 18 28.4603
2 19 28.4787
2 20 28.495
2 21 28.5093
2 22 28.522
2 23 28.5333
2 24 28.5431
2 25 28.5519
2 26 28.5595
2 27 28.5662
2 28 28.572
2 29 28.5771
2 30 28.5814
2 31 28.5852
2 32 28.5884
2 33 28.5911
2 34 28.5934
2 35 28.5952
2 36 28.5968
2 37 28.598
2 38 28.599
2 39 28.5998
2 40 28.6004
2 41 28.6009
2 42 28.6013
2 43 28.6016
2 44 28.6018
2 45 28.6019
2 46 28.6021
2 47 28.6022
2 48 28.6023
2 49 28.6024
2 50 28.6026
2 51 28.6027
2 52 28.6028
2 53 28.603
2 54 28.6031
2 55 28.6031
2 56 28.6031
2 57 28.6031
2 58 28.6029
2 59 28.6026
2 60 28.6022
2 61 28.6015
2 62 28.6006
2 63 28.5995
2 64 28.5981
2 65 28.5963
2 66 28.5941
2 67 28.5914
2 68 28.5882
2 69 28.5845
2 70 28.5802
2 71 28.5751
2 72 28.5692
2 73 28.5625
2 74 28.5548
2 75 28.5461
2 76 28.5362
2 77 28.5249
2 78 28.5121
2 79 28.4977
2 80 28.4813
2 81 28.4629
2 82 28.4419
2 83 28.4182
2 84 28.3911
2 85 28.3603
2 86 28.3249
2 87 28.2841
2 88 28.2367
2 89 28.1813
2 90 28.1158
2 91 28.0373
2 92 27.942
2 93 27.8238
2 94 27.6736
2 95 27.477
2 96 27.2095
2 97 26.8284
2 98 26.2582
2 99 25.3742
3 0 24.0921
3 1 24.9069
3 2 25.5154
3 3 25.9669
3 4 26.3067
3 5 26.5682
3 6 26.774
3 7 26.9394
3 8 27.0748
3 9 27.1872
3 10 27.2818
3 11 27.3622
3 12 27.4312
3 13 27.4909
3 14 27.5427
3 15 27.588
3 16 27.6278
3 17 27.6627
3 18 27.6935
3 19 27.7208
3 20 27.7448
